timestamp,open,close,movement,movement_pct,signal,action
2025-07-07 11:28:16.174081,25450.45,25438.9,-11.549999999999272,-0.05,AVOID,❌ Avoid (likely sideways/range-bound)
2025-07-10 10:21:25.865834,25511.65,25408.8,-102.85000000000218,-0.40,PE_BUYING,🔴 Look for PE buying setup
2025-07-10 16:49:59.886418,25511.65,25408.8,-102.85000000000218,-0.40,PE_BUYING,🔴 Look for PE buying setup
2025-07-10 16:57:27.377205,2025-07-10,2025-07-10 09:15:00,2025-07-10 10:15:00,25511.65,25408.8,-102.85000000000218,-0.40,PE_BUYING,🔴 Look for PE buying setup
2025-07-10 16:58:11.089106,2025-07-10,2025-07-10 09:15:00,2025-07-10 10:15:00,25511.65,25408.8,-102.85000000000218,-0.40,PE_BUYING,🔴 Look for PE buying setup
2025-07-10 17:12:02.036709,2025-07-10,2025-07-10 09:15:00,2025-07-10 10:15:00,25511.65,25408.8,25524.05,25402.65,-102.85000000000218,-0.40,0,PE_BUYING,🔴 Look for PE buying setup
2025-07-14 11:25:50.641797,2025-07-14,2025-07-14 09:15:00,2025-07-14 10:15:00,25149.5,25117.35,25151.1,25041.9,-32.150000000001455,-0.13,0,PE_CONFIRMATION,🟡 Trade only with other confirmation (Bearish bias)
